1.0000 -0.0103
1.0200 -0.0115
1.0400 -0.0129
1.0600 -0.0143
1.0800 -0.0158
1.1000 -0.0174
1.1200 -0.0191
1.1400 -0.0209
1.1600 -0.0228
1.1800 -0.0249
1.2000 -0.0270
1.2200 -0.0293
1.2400 -0.0316
1.2600 -0.0341
1.2800 -0.0367
1.3000 -0.0394
1.3200 -0.0422
1.3400 -0.0452
1.3600 -0.0482
1.3800 -0.0514
1.4000 -0.0547
1.4200 -0.0581
1.4400 -0.0616
1.4600 -0.0653
1.4800 -0.0690
1.5000 -0.0729
1.5200 -0.0769
1.5400 -0.0810
1.5600 -0.0852
1.5800 -0.0896
1.6000 -0.0941
1.6200 -0.0986
1.6400 -0.1033
1.6600 -0.1081
1.6800 -0.1131
1.7000 -0.1181
1.7200 -0.1232
1.7400 -0.1285
1.7600 -0.1339
1.7800 -0.1393
1.8000 -0.1449
1.8200 -0.1506
1.8400 -0.1564
1.8600 -0.1623
1.8800 -0.1683
1.9000 -0.1744
1.9200 -0.1806
1.9400 -0.1869
1.9600 -0.1933
1.9800 -0.1998
2.0000 -0.2064
2.0200 -0.2131
2.0400 -0.2198
2.0600 -0.2267
2.0800 -0.2337
2.1000 -0.2407
2.1200 -0.2478
2.1400 -0.2551
2.1600 -0.2624
2.1800 -0.2698
2.2000 -0.2772
2.2200 -0.2848
2.2400 -0.2924
2.2600 -0.3001
2.2800 -0.3079
2.3000 -0.3158
2.3200 -0.3237
2.3400 -0.3317
2.3600 -0.3398
2.3800 -0.3480
2.4000 -0.3562
2.4200 -0.3645
2.4400 -0.3728
2.4600 -0.3813
2.4800 -0.3897
2.5000 -0.3983
2.5200 -0.4069
2.5400 -0.4156
2.5600 -0.4243
2.5800 -0.4331
2.6000 -0.4419
2.6200 -0.4508
2.6400 -0.4598
2.6600 -0.4688
2.6800 -0.4779
2.7000 -0.4870
2.7200 -0.4961
2.7400 -0.5054
2.7600 -0.5146
2.7800 -0.5239
2.8000 -0.5333
2.8200 -0.5427
2.8400 -0.5521
2.8600 -0.5616
2.8800 -0.5711
2.9000 -0.5807
2.9200 -0.5903
2.9400 -0.6000
2.9600 -0.6096
2.9800 -0.6194
