1.0000 -0.0048
1.0200 -0.0049
1.0400 -0.0051
1.0600 -0.0052
1.0800 -0.0053
1.1000 -0.0053
1.1200 -0.0054
1.1400 -0.0054
1.1600 -0.0054
1.1800 -0.0053
1.2000 -0.0052
1.2200 -0.0051
1.2400 -0.0050
1.2600 -0.0048
1.2800 -0.0045
1.3000 -0.0042
1.3200 -0.0039
1.3400 -0.0036
1.3600 -0.0032
1.3800 -0.0027
1.4000 -0.0022
1.4200 -0.0017
1.4400 -0.0011
1.4600 -0.0004
1.4800 0.0002
1.5000 0.0010
1.5200 0.0017
1.5400 0.0026
1.5600 0.0034
1.5800 0.0044
1.6000 0.0053
1.6200 0.0063
1.6400 0.0074
1.6600 0.0085
1.6800 0.0097
1.7000 0.0109
1.7200 0.0122
1.7400 0.0135
1.7600 0.0148
1.7800 0.0162
1.8000 0.0177
1.8200 0.0192
1.8400 0.0207
1.8600 0.0223
1.8800 0.0239
1.9000 0.0256
1.9200 0.0273
1.9400 0.0290
1.9600 0.0308
1.9800 0.0327
2.0000 0.0346
2.0200 0.0365
2.0400 0.0385
2.0600 0.0405
2.0800 0.0425
2.1000 0.0446
2.1200 0.0467
2.1400 0.0489
2.1600 0.0511
2.1800 0.0533
2.2000 0.0556
2.2200 0.0579
2.2400 0.0602
2.2600 0.0626
2.2800 0.0650
2.3000 0.0674
2.3200 0.0699
2.3400 0.0724
2.3600 0.0749
2.3800 0.0775
2.4000 0.0801
2.4200 0.0827
2.4400 0.0853
2.4600 0.0880
2.4800 0.0907
2.5000 0.0935
2.5200 0.0962
2.5400 0.0990
2.5600 0.1018
2.5800 0.1046
2.6000 0.1075
2.6200 0.1104
2.6400 0.1133
2.6600 0.1162
2.6800 0.1191
2.7000 0.1221
2.7200 0.1251
2.7400 0.1281
2.7600 0.1311
2.7800 0.1342
2.8000 0.1373
2.8200 0.1403
2.8400 0.1434
2.8600 0.1466
2.8800 0.1497
2.9000 0.1529
2.9200 0.1560
2.9400 0.1592
2.9600 0.1624
2.9800 0.1656
