1.0000 0.0036
1.0200 0.0039
1.0400 0.0042
1.0600 0.0045
1.0800 0.0047
1.1000 0.0050
1.1200 0.0053
1.1400 0.0056
1.1600 0.0059
1.1800 0.0063
1.2000 0.0066
1.2200 0.0069
1.2400 0.0072
1.2600 0.0075
1.2800 0.0078
1.3000 0.0081
1.3200 0.0084
1.3400 0.0088
1.3600 0.0091
1.3800 0.0094
1.4000 0.0097
1.4200 0.0099
1.4400 0.0102
1.4600 0.0105
1.4800 0.0108
1.5000 0.0111
1.5200 0.0113
1.5400 0.0116
1.5600 0.0118
1.5800 0.0121
1.6000 0.0123
1.6200 0.0125
1.6400 0.0127
1.6600 0.0129
1.6800 0.0131
1.7000 0.0133
1.7200 0.0135
1.7400 0.0136
1.7600 0.0138
1.7800 0.0139
1.8000 0.0140
1.8200 0.0141
1.8400 0.0142
1.8600 0.0143
1.8800 0.0144
1.9000 0.0144
1.9200 0.0145
1.9400 0.0145
1.9600 0.0145
1.9800 0.0145
2.0000 0.0145
2.0200 0.0145
2.0400 0.0145
2.0600 0.0144
2.0800 0.0143
2.1000 0.0143
2.1200 0.0142
2.1400 0.0141
2.1600 0.0140
2.1800 0.0138
2.2000 0.0137
2.2200 0.0135
2.2400 0.0134
2.2600 0.0132
2.2800 0.0130
2.3000 0.0128
2.3200 0.0126
2.3400 0.0123
2.3600 0.0121
2.3800 0.0118
2.4000 0.0116
2.4200 0.0113
2.4400 0.0110
2.4600 0.0107
2.4800 0.0104
2.5000 0.0100
2.5200 0.0097
2.5400 0.0093
2.5600 0.0090
2.5800 0.0086
2.6000 0.0082
2.6200 0.0078
2.6400 0.0074
2.6600 0.0070
2.6800 0.0066
2.7000 0.0061
2.7200 0.0057
2.7400 0.0052
2.7600 0.0047
2.7800 0.0042
2.8000 0.0037
2.8200 0.0032
2.8400 0.0027
2.8600 0.0022
2.8800 0.0017
2.9000 0.0011
2.9200 0.0006
2.9400 0.0000
2.9600 -0.0005
2.9800 -0.0011
